species,reproductive.mode,Genus,Family,female.SVL,hatchling.neonate.SVL,female.log,hatch.log,intercept,slope,female_mass,hatchling_mass,femass.log,hatcmass.log,rawFem,rawHatc,largest.clutch,smallest.clutch,largest.mean.clutch.size,smallest.mean.clutch.size,Longitude.centroid..from.Roll.et.al..2017.,Latitude.centroid..from.Roll.et.al..2017.,Activity.time,foraging.mode,diet,Binomial
Calotes_versicolor,Oviparous,Calotes,Agamidae,86.8,23.2,1.9,1.4,-4.686,3.105,264.8,67.4,1.3,-0.45,21.53,0.36,33,1,20,7.3,87.85,21.29,Diurnal,sit and wait,Omnivorous,Calotes_versicolor
Carinascincus_coventryi,Viviparous,Carinascincus,Scincidae,42.9,17.6,1.6,1.2,-5.125,3.229,133.4,51.7,0.1,-1.10,1.40,0.08,7,1,3,2.1,147.39,-36.01,Diurnal,widely foraging,Carnivorous,Carinascincus_coventryi
Carinascincus_ocellatus,Viviparous,Carinascincus,Scincidae,68.7,29.4,1.8,1.5,-5.125,3.229,216.7,89.8,0.8,-0.38,6.41,0.41,6,1,4,2.4,146.64,-41.88,Diurnal,widely foraging,Carnivorous,Carinascincus_ocellatus
Carlia_ailanpalai,Oviparous,Carlia,Scincidae,52.7,23.5,1.7,1.4,-5.125,3.229,165,70.8,0.4,-0.70,2.72,0.20,2,2,2,2,146.96,-2.06,Diurnal,widely foraging,Carnivorous,Carlia_ailanpalai
Carlia_bicarinata,Oviparous,Carlia,Scincidae,41.1,17.5,1.6,1.2,-5.125,3.229,127.6,51.4,0.1,-1.11,1.22,0.08,2,2,2,2,146.93,-8.95,Diurnal,widely foraging,Carnivorous,Carlia_bicarinata
Carlia_jarnoldae,Oviparous,Carlia,Scincidae,42.7,18,1.6,1.3,-5.125,3.229,132.8,53,0.1,-1.07,1.38,0.08,2,2,2,2,145.07,-16.97,Diurnal,widely foraging,Carnivorous,Carlia_jarnoldae
Carlia_longipes,Oviparous,Carlia,Scincidae,58.5,23.7,1.8,1.4,-5.125,3.229,183.8,71.4,0.6,-0.69,3.81,0.21,2,1,2,2,142.37,-9.65,Diurnal,widely foraging,Carnivorous,Carlia_longipes
Carlia_pectoralis,Oviparous,Carlia,Scincidae,43.7,20,1.6,1.3,-5.125,3.229,136,59.5,0.2,-0.92,1.49,0.12,2,2,2,2,149.63,-24.01,Diurnal,widely foraging,Carnivorous,Carlia_pectoralis
Carlia_rhomboidalis,Oviparous,Carlia,Scincidae,49.3,20,1.7,1.3,-5.125,3.229,154.1,59.5,0.3,-0.92,2.19,0.12,2,2,2,2,146.79,-19.15,Diurnal,widely foraging,Carnivorous,Carlia_rhomboidalis
Carlia_rostralis,Oviparous,Carlia,Scincidae,56.1,25.2,1.7,1.4,-5.125,3.229,176,76.2,0.5,-0.60,3.33,0.25,2,2,2,2,143.17,-17.6,Diurnal,widely foraging,Carnivorous,Carlia_rostralis
Carlia_rubrigularis,Oviparous,Carlia,Scincidae,52.9,22.6,1.7,1.4,-5.125,3.229,165.7,67.9,0.4,-0.75,2.75,0.18,2,2,2,2,145.47,-18,Diurnal,widely foraging,Carnivorous,Carlia_rubrigularis
Carlia_storri,Oviparous,Carlia,Scincidae,43.1,20.3,1.6,1.3,-5.125,3.229,134,60.4,0.2,-0.90,1.42,0.12,2,2,2,2,143.87,-14.3,Diurnal,widely foraging,Carnivorous,Carlia_storri
Cercosaura_eigenmanni,Oviparous,Cercosaura,Gymnophthalmidae,47,19.4,1.7,1.3,-5.178,3.302,150,58.9,0.3,-0.93,2.20,0.12,2,2,2,2,-61.82,-12.21,Diurnal,widely foraging,Carnivorous,Cercosaura_eigenmanni
Cercosaura_ocellata,Oviparous,Cercosaura,Gymnophthalmidae,52,21,1.7,1.3,-5.178,3.302,166.5,64.2,0.5,-0.81,3.08,0.15,3,1,2.9,2,-55.68,-8.74,Diurnal,widely foraging,Carnivorous,Cercosaura_ocellata
Cercosaura_oshaughnessyi,Oviparous,Cercosaura,Gymnophthalmidae,35.4,20.5,1.5,1.3,-5.178,3.302,111.7,62.5,-0.1,-0.85,0.86,0.14,2,1,2,2,-73.34,-3.25,Diurnal,widely foraging,Carnivorous,Cercosaura_oshaughnessyi
Cercosaura_schreibersii,Oviparous,Cercosaura,Gymnophthalmidae,39,15,1.6,1.2,-5.178,3.302,123.6,44.4,0.1,-1.29,1.19,0.05,2,1,2,2,-57.49,-22.14,Diurnal,widely foraging,Carnivorous,Cercosaura_schreibersii
Chalcides_ocellatus,Viviparous,Chalcides,Scincidae,109.4,37,2.0,1.6,-5.125,3.229,348.1,114.3,1.5,-0.06,28.77,0.87,25,1,10,3,26.91,25.09,Cathemeral,mixed,Carnivorous,Chalcides_ocellatus
Chamaeleo_chamaeleon,Oviparous,Chamaeleo,Chamaeleonidae,114.3,27.2,2.1,1.4,-3.997,2.68,302.3,68.9,1.5,-0.15,33.00,0.70,50,3,30,17.3,14.58,31.03,Diurnal,sit and wait,Omnivorous,Chamaeleo_chamaeleon
Chamaeleo_dilepis,Oviparous,Chamaeleo,Chamaeleonidae,150.6,31.5,2.2,1.5,-3.997,2.68,399.6,80.4,1.8,0.02,69.11,1.04,77,2,44.2,35,27,-8.73,Diurnal,sit and wait,Carnivorous,Chamaeleo_dilepis
Chamaeleo_namaquensis,Oviparous,Chamaeleo,Chamaeleonidae,120,27.8,2.1,1.4,-3.997,2.68,317.6,70.5,1.6,-0.13,37.60,0.75,30,6,13.2,13.2,17.23,-24.95,Diurnal,widely foraging,Omnivorous,Chamaeleo_namaquensis
Chatogekko_amazonicus,Oviparous,Chatogekko,Sphaerodactylidae,22.2,12.3,1.3,1.1,-4.558,2.97,61.4,32,-0.6,-1.32,0.28,0.05,1,1,1,1,-60.62,-3.65,Diurnal,sit and wait,Carnivorous,Chatogekko_amazonicus
Chlamydosaurus_kingii,Oviparous,Chlamydosaurus,Agamidae,209.8,49,2.3,1.7,-4.686,3.105,646.7,147.5,2.5,0.56,333.58,3.65,24,4,15.1,8.9,138.94,-17.92,Diurnal,sit and wait,Carnivorous,Chlamydosaurus_kingii
Chondrodactylus_angulifer,Oviparous,Chondrodactylus,Gekkonidae,86.1,38,1.9,1.6,-4.242,2.761,233.5,100.7,1.1,0.12,12.61,1.32,2,1,1.7,1.7,18.92,-27.35,Nocturnal,sit and wait,Carnivorous,Chondrodactylus_angulifer
Chondrodactylus_bibronii,Oviparous,Chondrodactylus,Gekkonidae,75,28,1.9,1.4,-4.242,2.761,202.8,73.1,0.9,-0.25,8.61,0.57,2,1,2,2,20.5,-27.76,Nocturnal,sit and wait,Carnivorous,Chondrodactylus_bibronii
Cnemidophorus_cryptus,Oviparous,Cnemidophorus,Teiidae,62,31.5,1.8,1.5,-4.747,3.11,188.1,93.2,0.8,-0.09,6.72,0.82,3,1,1.9,1.1,-52.16,-2.6,Diurnal,widely foraging,Carnivorous,Cnemidophorus_cryptus
Cnemidophorus_gramivagus,Oviparous,Cnemidophorus,Teiidae,79.7,32.5,1.9,1.5,-4.747,3.11,243.1,96.3,1.2,-0.05,14.67,0.90,3,1,1.7,1.5,-69.7,4.77,Diurnal,widely foraging,Carnivorous,Cnemidophorus_gramivagus
Cnemidophorus_lemniscatus,Oviparous,Cnemidophorus,Teiidae,62.8,25.5,1.8,1.4,-4.747,3.11,190.6,74.6,0.8,-0.37,6.99,0.42,5,1,2.6,1.1,-64.55,4.08,Diurnal,widely foraging,Omnivorous,Cnemidophorus_lemniscatus
Coleodactylus_meridionalis,Oviparous,Coleodactylus,Sphaerodactylidae,25.9,12.2,1.4,1.1,-4.558,2.97,72.4,31.7,-0.4,-1.33,0.44,0.05,1,1,1,1,-41.84,-9.36,Diurnal,mixed,Carnivorous,Coleodactylus_meridionalis
Coleodactylus_septentrionalis,Oviparous,Coleodactylus,Sphaerodactylidae,23,13.2,1.4,1.1,-4.558,2.97,63.8,34.6,-0.5,-1.23,0.31,0.06,1,1,1,1,-60.63,5.37,Diurnal,sit and wait,Carnivorous,Coleodactylus_septentrionalis
Coleonyx_brevis,Oviparous,Coleonyx,Eublepharidae,52.5,23.5,1.7,1.4,-5.201,3.255,165.7,71.3,0.4,-0.74,2.50,0.18,4,1,2.3,2,-102.43,28.57,Nocturnal,widely foraging,Carnivorous,Coleonyx_brevis
Coleonyx_variegatus,Oviparous,Coleonyx,Eublepharidae,60.8,27.5,1.8,1.4,-5.201,3.255,192.7,84.3,0.6,-0.52,4.03,0.30,2,1,2,1.9,-113.64,32.1,Nocturnal,mixed,Carnivorous,Coleonyx_variegatus
Colobosaura_modesta,Oviparous,Colobosaura,Gymnophthalmidae,49.3,22,1.7,1.3,-5.178,3.302,157.6,67.5,0.4,-0.75,2.58,0.18,2,2,2,2,-49.28,-12.24,Diurnal,widely foraging,Carnivorous,Colobosaura_modesta
Colopus_wahlbergii,Oviparous,Colopus,Gekkonidae,58.9,25,1.8,1.4,-4.242,2.761,158.4,64.8,0.6,-0.38,4.42,0.41,2,2,2,2,22.63,-22.7,Nocturnal,sit and wait,Carnivorous,Colopus_wahlbergii
Concinnia_queenslandiae,Viviparous,Concinnia,Scincidae,70.1,32.5,1.8,1.5,-5.125,3.229,221.2,99.8,0.8,-0.24,6.84,0.57,6,1,3.2,3.1,145.42,-17.11,Cathemeral,sit and wait,Carnivorous,Concinnia_queenslandiae
Contomastix_lacertoides,Oviparous,Contomastix,Teiidae,62,26.5,1.8,1.4,-4.747,3.11,188.1,77.7,0.8,-0.32,6.72,0.48,8,2,3.8,3.8,-59.88,-28.26,Diurnal,widely foraging,Carnivorous,Contomastix_lacertoides
Copeoglossum_arajara,Viviparous,Copeoglossum,Scincidae,91.3,35,2.0,1.5,-5.125,3.229,289.7,107.9,1.2,-0.14,16.05,0.73,9,2,4.8,4.8,-41.14,-6.72,Diurnal,mixed,Carnivorous,Copeoglossum_arajara
Copeoglossum_nigropunctatum,Viviparous,Copeoglossum,Scincidae,93.6,35.7,2.0,1.6,-5.125,3.229,297.1,110.2,1.2,-0.11,17.39,0.77,9,2,6.3,3.3,-58.12,-6.8,Diurnal,widely foraging,Carnivorous,Copeoglossum_nigropunctatum
Cophosaurus_texanus,Oviparous,Cophosaurus,Phrynosomatidae,55.9,23.5,1.7,1.4,-3.855,2.677,145.8,59.1,0.8,-0.18,6.65,0.65,12,1,6.8,2.3,-103.33,29.79,Diurnal,sit and wait,Carnivorous,Cophosaurus_texanus
Cordylus_cordylus,Viviparous,Cordylus,Cordylidae,73.4,35,1.9,1.5,-5.747,3.589,257.7,119.9,0.9,-0.21,8.89,0.62,3,1,2,2,24.48,-32.46,Diurnal,sit and wait,Omnivorous,Cordylus_cordylus
Corytophanes_cristatus,Oviparous,Corytophanes,Corytophanidae,109.1,30,2.0,1.5,-5.033,3.243,348.8,92.3,1.6,-0.24,37.64,0.57,11,4,6,6,-82.89,12.04,Diurnal,sit and wait,Carnivorous,Corytophanes_cristatus
Corytophanes_hernandesii,Oviparous,Corytophanes,Corytophanidae,104.5,37.5,2.0,1.6,-5.033,3.243,333.9,116.6,1.5,0.07,32.73,1.18,7,3,4,3,-91.37,17.73,Diurnal,sit and wait,Carnivorous,Corytophanes_hernandesii
Crocodilurus_amazonicus,Oviparous,Crocodilurus,Teiidae,211.7,73.5,2.3,1.9,-4.747,3.11,653.6,223.8,2.5,1.06,306.19,11.41,6,3,5.7,5.5,-62.47,-3.1,Diurnal,widely foraging,Carnivorous,Crocodilurus_amazonicus
Crotaphytus_bicinctores,Oviparous,Crotaphytus,Crotaphytidae,88.5,36,1.9,1.6,-1.528,1.569,137.3,55,1.5,0.91,33.63,8.20,12,1,5.4,3.5,-115.88,37.94,Diurnal,widely foraging,Carnivorous,Crotaphytus_bicinctores
Crotaphytus_collaris,Oviparous,Crotaphytus,Crotaphytidae,90.6,38,2.0,1.6,-1.528,1.569,140.6,58.1,1.5,0.95,34.89,8.93,24,1,8.3,3.7,-103.4,32.64,Diurnal,sit and wait,Carnivorous,Crotaphytus_collaris
Crotaphytus_reticulatus,Oviparous,Crotaphytus,Crotaphytidae,101.5,35.5,2.0,1.6,-1.528,1.569,157.7,54.2,1.6,0.90,41.70,8.02,11,4,9.8,9.8,-99.37,27.46,Diurnal,mixed,Carnivorous,Crotaphytus_reticulatus
Cryptoblepharus_buchananii,Oviparous,Cryptoblepharus,Scincidae,42.2,22,1.6,1.3,-5.125,3.229,131.1,65.9,0.1,-0.79,1.33,0.16,3,2,2,2,119.55,-27.9,Diurnal,widely foraging,Carnivorous,Cryptoblepharus_buchananii
Cryptoblepharus_plagiocephalus,Oviparous,Cryptoblepharus,Scincidae,38.9,16,1.6,1.2,-5.125,3.229,120.5,46.5,0.0,-1.24,1.02,0.06,2,1,2,1.9,119.19,-27.21,Diurnal,widely foraging,Carnivorous,Cryptoblepharus_plagiocephalus
Cryptoblepharus_poecilopleurus,Oviparous,Cryptoblepharus,Scincidae,41.1,20.3,1.6,1.3,-5.125,3.229,127.6,60.4,0.1,-0.90,1.22,0.12,2,1,2,1.1,107.21,-8.37,Diurnal,widely foraging,Carnivorous,Cryptoblepharus_poecilopleurus
Cryptoblepharus_virgatus,Oviparous,Cryptoblepharus,Scincidae,38.4,18,1.6,1.3,-5.125,3.229,118.9,53,0.0,-1.07,0.98,0.08,2,1,1.9,1.9,143.82,-14.95,Diurnal,widely foraging,Carnivorous,Cryptoblepharus_virgatus
Ctenophorus_caudicinctus,Oviparous,Ctenophorus,Agamidae,61.5,22.5,1.8,1.4,-4.686,3.105,186.3,65.2,0.9,-0.49,7.39,0.33,8,2,5.4,5.4,123.75,-23.4,Diurnal,sit and wait,Omnivorous,Ctenophorus_caudicinctus
Ctenophorus_clayi,Oviparous,Ctenophorus,Agamidae,50,25,1.7,1.4,-4.686,3.105,150.6,72.9,0.6,-0.35,3.88,0.45,4,1,3,1.9,125.04,-24.68,Diurnal,sit and wait,Omnivorous,Ctenophorus_clayi
Ctenophorus_cristatus,Oviparous,Ctenophorus,Agamidae,94.3,33.5,2.0,1.5,-4.686,3.105,288.1,99.3,1.4,0.05,27.85,1.12,9,2,6.1,3,127.13,-30.68,Diurnal,sit and wait,Carnivorous,Ctenophorus_cristatus
Ctenophorus_fordi,Oviparous,Ctenophorus,Agamidae,51.8,24.5,1.7,1.4,-4.686,3.105,156.2,71.4,0.6,-0.37,4.34,0.42,5,1,2.4,2.2,134.18,-30.76,Diurnal,sit and wait,Carnivorous,Ctenophorus_fordi
Ctenophorus_isolepis,Oviparous,Ctenophorus,Agamidae,58.1,25.5,1.8,1.4,-4.686,3.105,175.7,74.5,0.8,-0.32,6.19,0.48,6,1,4.6,2.8,128.58,-23.91,Diurnal,sit and wait,Carnivorous,Ctenophorus_isolepis
Ctenophorus_nuchalis,Oviparous,Ctenophorus,Agamidae,82.8,34,1.9,1.5,-4.686,3.105,252.4,100.9,1.3,0.07,18.60,1.17,6,2,4.1,3.2,131.29,-24.49,Diurnal,sit and wait,Omnivorous,Ctenophorus_nuchalis
Ctenophorus_ornatus,Oviparous,Ctenophorus,Agamidae,79.8,35,1.9,1.5,-4.686,3.105,243.1,104,1.2,0.11,16.59,1.28,6,2,3.8,2.5,118.47,-31.63,Diurnal,sit and wait,Carnivorous,Ctenophorus_ornatus
Ctenophorus_reticulatus,Oviparous,Ctenophorus,Agamidae,71.7,23,1.9,1.4,-4.686,3.105,217.9,66.7,1.1,-0.46,11.90,0.35,8,2,4.6,4,123.79,-27.35,Diurnal,sit and wait,Omnivorous,Ctenophorus_reticulatus
Ctenophorus_scutulatus,Oviparous,Ctenophorus,Agamidae,86.4,29,1.9,1.5,-4.686,3.105,263.6,85.4,1.3,-0.15,21.23,0.72,10,3,6.8,3.5,119.51,-28.22,Diurnal,sit and wait,Carnivorous,Ctenophorus_scutulatus
Ctenosaura_similis,Oviparous,Ctenosaura,Iguanidae,305,53.5,2.5,1.7,-4.298,2.972,902.2,154.7,3.1,0.84,1217.14,6.90,88,12,43.4,22,-87.71,14.76,Diurnal,sit and wait,Herbivorous,Ctenosaura_similis
Ctenotus_ariadnae,Oviparous,Ctenotus,Scincidae,64.3,29,1.8,1.5,-5.125,3.229,202.5,88.5,0.7,-0.40,5.17,0.40,5,3,3.5,3.3,129.46,-24.64,Diurnal,widely foraging,Carnivorous,Ctenotus_ariadnae
Ctenotus_atlas,Oviparous,Ctenotus,Scincidae,70,31,1.8,1.5,-5.125,3.229,220.9,95,0.8,-0.31,6.80,0.49,2,1,1.5,1.5,129.52,-30.09,Diurnal,widely foraging,Carnivorous,Ctenotus_atlas
Ctenotus_brooksi,Oviparous,Ctenotus,Scincidae,46.3,21,1.7,1.3,-5.125,3.229,144.4,62.7,0.3,-0.86,1.79,0.14,3,1,2.5,1.8,132.3,-27.12,Diurnal,widely foraging,Carnivorous,Ctenotus_brooksi
Ctenotus_calurus,Oviparous,Ctenotus,Scincidae,47,25,1.7,1.4,-5.125,3.229,146.6,75.6,0.3,-0.61,1.88,0.24,4,1,2.7,1.8,125.96,-24.32,Diurnal,widely foraging,Carnivorous,Ctenotus_calurus
Ctenotus_dux,Oviparous,Ctenotus,Scincidae,66.5,29,1.8,1.5,-5.125,3.229,209.6,88.5,0.8,-0.40,5.77,0.40,3,2,2.8,2.6,129.15,-25.25,Diurnal,widely foraging,Carnivorous,Ctenotus_dux
Ctenotus_grandis,Oviparous,Ctenotus,Scincidae,99.5,33,2.0,1.5,-5.125,3.229,316.2,101.4,1.3,-0.22,21.18,0.60,4,4,4,4,124.4,-23.46,Diurnal,widely foraging,Omnivorous,Ctenotus_grandis
Ctenotus_leonhardii,Oviparous,Ctenotus,Scincidae,71.5,29,1.9,1.5,-5.125,3.229,225.7,88.5,0.9,-0.40,7.29,0.40,7,1,5.6,2,132.68,-25.32,Diurnal,widely foraging,Omnivorous,Ctenotus_leonhardii
Ctenotus_nasutus,Oviparous,Ctenotus,Scincidae,44.2,22.5,1.6,1.4,-5.125,3.229,137.6,67.5,0.2,-0.76,1.54,0.17,4,1,4,1.8,125.19,-25.75,Diurnal,widely foraging,Carnivorous,Ctenotus_nasutus
Ctenotus_pantherinus,Oviparous,Ctenotus,Scincidae,80.5,32,1.9,1.5,-5.125,3.229,254.8,98.2,1.0,-0.26,10.69,0.54,11,3,6.6,3.6,131.07,-23.88,Cathemeral,widely foraging,Carnivorous,Ctenotus_pantherinus
Ctenotus_piankai,Oviparous,Ctenotus,Scincidae,52.4,26,1.7,1.4,-5.125,3.229,164.1,78.8,0.4,-0.56,2.67,0.28,5,1,3,2.5,124.23,-24.54,Diurnal,widely foraging,Carnivorous,Ctenotus_piankai
Ctenotus_quattuordecimlineatus,Oviparous,Ctenotus,Scincidae,61.1,29.5,1.8,1.5,-5.125,3.229,192.2,90.1,0.6,-0.38,4.39,0.42,4,2,3.6,3,127.93,-23.44,Diurnal,widely foraging,Carnivorous,Ctenotus_quattuordecimlineatus
Ctenotus_regius,Oviparous,Ctenotus,Scincidae,60,29,1.8,1.5,-5.125,3.229,188.6,88.5,0.6,-0.40,4.14,0.40,4,1,3,2,139.43,-28.47,Diurnal,widely foraging,Omnivorous,Ctenotus_regius
Ctenotus_robustus,Oviparous,Ctenotus,Scincidae,98.6,36,2.0,1.6,-5.125,3.229,313.3,111.1,1.3,-0.10,20.57,0.79,9,3,6,4,141.6,-25.36,Diurnal,widely foraging,Omnivorous,Ctenotus_robustus
Ctenotus_schomburgkii,Oviparous,Ctenotus,Scincidae,43.5,21.5,1.6,1.3,-5.125,3.229,135.3,64.3,0.2,-0.82,1.46,0.15,4,1,3,2,128.68,-27.06,Diurnal,widely foraging,Carnivorous,Ctenotus_schomburgkii
Ctenotus_taeniolatus,Oviparous,Ctenotus,Scincidae,69.2,30,1.8,1.5,-5.125,3.229,218.3,91.7,0.8,-0.36,6.56,0.44,7,1,4.6,3,148.36,-26.49,Diurnal,mixed,Carnivorous,Ctenotus_taeniolatus
Cyclodomorphus_casuarinae,Viviparous,Cyclodomorphus,Scincidae,123.7,43.3,2.1,1.6,-5.125,3.229,394.3,134.7,1.6,0.16,42.78,1.44,19,2,7.6,4,146.59,-41.94,Cathemeral,mixed,Carnivorous,Cyclodomorphus_casuarinae
Cyclodomorphus_melanops,Viviparous,Cyclodomorphus,Scincidae,95.2,41.3,2.0,1.6,-5.125,3.229,302.3,128.2,1.3,0.09,18.37,1.24,4,1,3,2.4,127.82,-25.19,Cathemeral,widely foraging,Carnivorous,Cyclodomorphus_melanops
Cyclura_carinata,Oviparous,Cyclura,Iguanidae,228.6,79.8,2.4,1.9,-4.298,2.972,675.1,232.9,2.7,1.35,516.62,22.63,9,2,4.3,4.3,-71.73,21.73,Diurnal,sit and wait,Herbivorous,Cyclura_carinata
Cyrtodactylus_consobrinus,Oviparous,Cyrtodactylus,Gekkonidae,119.7,31,2.1,1.5,-4.242,2.761,326.2,81.3,1.5,-0.12,31.31,0.75,2,2,2,2,108.07,3.61,Nocturnal,sit and wait,Carnivorous,Cyrtodactylus_consobrinus
Cyrtodactylus_fumosus,Oviparous,Cyrtodactylus,Gekkonidae,77.8,28,1.9,1.4,-4.242,2.761,210.6,73.1,1.0,-0.25,9.53,0.57,2,2,2,2,117.6,-5.8,Nocturnal,widely foraging,Carnivorous,Cyrtodactylus_fumosus
Cyrtodactylus_louisiadensis,Oviparous,Cyrtodactylus,Gekkonidae,125.5,64,2.1,1.8,-4.242,2.761,342.3,172.5,1.6,0.74,35.67,5.56,2,1,2,2,159.2,-9.89,Nocturnal,widely foraging,Carnivorous,Cyrtodactylus_louisiadensis
Cyrtodactylus_seribuatensis,Oviparous,Cyrtodactylus,Gekkonidae,66.2,26.5,1.8,1.4,-4.242,2.761,178.5,68.9,0.8,-0.31,6.10,0.49,2,2,2,2,104.06,2.39,Nocturnal,widely foraging,Carnivorous,Cyrtodactylus_seribuatensis
Cyrtopodion_scabrum,Oviparous,Cyrtopodion,Gekkonidae,45.1,23,1.7,1.4,-4.242,2.761,120.3,59.3,0.3,-0.48,2.11,0.33,2,1,2,1.9,55.91,30.26,Nocturnal,mixed,Carnivorous,Cyrtopodion_scabrum
Darevskia_pontica,Oviparous,Darevskia,Lacertidae,54,23.4,1.7,1.4,-4.543,2.951,154.8,64.5,0.6,-0.50,3.71,0.31,8,2,5.7,4.4,29.15,43.94,Diurnal,widely foraging,Carnivorous,Darevskia_pontica
Dasia_olivacea,Oviparous,Dasia,Scincidae,87.3,35,1.9,1.5,-5.125,3.229,276.8,107.9,1.1,-0.14,13.88,0.73,14,5,6.3,6,107.45,2.89,Diurnal,widely foraging,Carnivorous,Dasia_olivacea
Delma_butleri,Oviparous,Delma,Pygopodidae,82.6,36,1.9,1.6,-2.039,1.371,111.2,47.3,0.6,0.09,3.88,1.24,2,2,2,2,129.25,-27.38,Cathemeral,widely foraging,Carnivorous,Delma_butleri
Diplodactylus_conspicillatus,Oviparous,Diplodactylus,Diplodactylidae,58.5,25.5,1.8,1.4,-4.804,3.057,174,73.1,0.6,-0.50,3.96,0.31,2,1,2,2,131.55,-24,Nocturnal,sit and wait,Carnivorous,Diplodactylus_conspicillatus
Diplodactylus_pulcher,Oviparous,Diplodactylus,Diplodactylidae,53,26.5,1.7,1.4,-4.804,3.057,157.2,76.2,0.5,-0.45,2.93,0.35,2,1,2,1.8,120.83,-27.89,Nocturnal,sit and wait,Carnivorous,Diplodactylus_pulcher
Diplodactylus_tessellatus,Oviparous,Diplodactylus,Diplodactylidae,54.1,23,1.7,1.4,-4.804,3.057,160.6,65.5,0.5,-0.64,3.12,0.23,2,2,2,2,140.52,-26.58,Nocturnal,sit and wait,Carnivorous,Diplodactylus_tessellatus
Diporiphora_amphiboluroides,Oviparous,Diporiphora,Agamidae,87.9,38,1.9,1.6,-4.686,3.105,268.2,113.3,1.4,0.22,22.39,1.66,12,12,12,12,120.07,-26.73,Diurnal,sit and wait,Carnivorous,Diporiphora_amphiboluroides
Diporiphora_paraconvergens,Oviparous,Diporiphora,Agamidae,56.5,31.5,1.8,1.5,-4.686,3.105,170.7,93.1,0.8,-0.03,5.68,0.93,3,3,3,3,125.22,-23.21,Diurnal,sit and wait,Omnivorous,Diporiphora_paraconvergens
Diporiphora_winneckei,Oviparous,Diporiphora,Agamidae,59.7,21,1.8,1.3,-4.686,3.105,180.7,60.5,0.8,-0.58,6.74,0.26,7,1,3,3,129.07,-24.59,Diurnal,sit and wait,Omnivorous,Diporiphora_winneckei
Dipsosaurus_dorsalis,Oviparous,Dipsosaurus,Iguanidae,114,45.5,2.1,1.7,-4.298,2.972,334.5,130.9,1.8,0.63,65.33,4.26,8,2,5.5,3.5,-113.6,31.79,Diurnal,sit and wait,Herbivorous,Dipsosaurus_dorsalis
Draco_quinquefasciatus,Oviparous,Draco,Agamidae,99.2,30.4,2.0,1.5,-4.686,3.105,303.3,89.7,1.5,-0.08,32.60,0.83,4,1,4,2.7,109.65,1.61,Diurnal,sit and wait,Carnivorous,Draco_quinquefasciatus
Draco_spilopterus,Oviparous,Draco,Agamidae,87,29,1.9,1.5,-4.686,3.105,265.4,85.4,1.3,-0.15,21.69,0.72,6,2,4.5,4.5,121.81,14.67,Diurnal,sit and wait,Carnivorous,Draco_spilopterus
Draco_volans,Oviparous,Draco,Agamidae,78,26.5,1.9,1.4,-4.686,3.105,237.5,77.6,1.2,-0.27,15.45,0.54,7,1,4.5,4.5,110.24,-7.35,Diurnal,sit and wait,Carnivorous,Draco_volans
Dryadosaura_nordestina,Oviparous,Dryadosaura,Gymnophthalmidae,43.7,18.5,1.6,1.3,-5.178,3.302,139.1,55.9,0.2,-0.99,1.73,0.10,3,2,3,2,-36.33,-8.84,Diurnal,widely foraging,Carnivorous,Dryadosaura_nordestina
Egernia_depressa,Viviparous,Egernia,Scincidae,104.6,56,2.0,1.7,-5.125,3.229,332.6,175.7,1.4,0.52,24.89,3.31,3,2,2,2,121.88,-24.8,Diurnal,widely foraging,Omnivorous,Egernia_depressa
Egernia_striolata,Viviparous,Egernia,Scincidae,107,50.5,2.0,1.7,-5.125,3.229,340.4,157.9,1.4,0.37,26.78,2.37,6,2,4.3,3.3,146.04,-28.47,Diurnal,sit and wait,Omnivorous,Egernia_striolata
Elgaria_coerulea,Viviparous,Elgaria,Anguidae,91.9,30.5,2.0,1.5,-5.765,3.48,314,100.4,1.1,-0.60,11.68,0.25,15,2,7,3.8,-120.43,46.37,Diurnal,sit and wait,Carnivorous,Elgaria_coerulea
Elgaria_kingii,Oviparous,Elgaria,Anguidae,109,33,2.0,1.5,-5.765,3.48,373.6,109.1,1.3,-0.48,21.15,0.33,15,9,12,12,-108.07,29.04,Diurnal,widely foraging,Carnivorous,Elgaria_kingii
Elgaria_multicarinata,Oviparous,Elgaria,Anguidae,119.7,31,2.1,1.5,-5.765,3.48,410.8,102.1,1.5,-0.58,29.29,0.27,41,1,13,8.8,-120.02,37.28,Cathemeral,mixed,Carnivorous,Elgaria_multicarinata
Elgaria_paucicarinata,Oviparous,Elgaria,Anguidae,91,40,2.0,1.6,-5.765,3.48,310.9,133.4,1.1,-0.19,11.28,0.65,8,6,7,7,-109.98,23.59,Diurnal,widely foraging,Carnivorous,Elgaria_paucicarinata
Emoia_atrocostata,Oviparous,Emoia,Scincidae,82.1,29.5,1.9,1.5,-5.125,3.229,260,90.1,1.1,-0.38,11.39,0.42,3,1,2,1.9,122.53,0.54,Diurnal,widely foraging,Carnivorous,Emoia_atrocostata
Emoia_cyanura,Oviparous,Emoia,Scincidae,46.4,21.5,1.7,1.3,-5.125,3.229,144.7,64.3,0.3,-0.82,1.80,0.15,2,1,2,2,137.9,-13.78,Diurnal,widely foraging,Carnivorous,Emoia_cyanura
